,Unnamed: 0,FID,pkuid,utm-easting,utm-northing,Area,type,feature,genus,property-1,property-2
1030,1030,"1,030",1031,626278.6792,1011237.029,273,Nesting Site & Travel connection & Foraging,Travel connection,G1,R2 & R1 & R3,T2 & T1 & T3
1031,1031,"1,031",1032,626305.2848,1011198.981,243,Travel connection & Foraging,Foraging,G3 & G2,R1 & R3 & R2,T2 & T3
1032,1032,"1,032",1033,626396.843,1011190.483,169,Travel connection,Travel connection,G3 & G1,R2 & R1 & R3,T3
1033,1033,"1,033",1034,626456.756,1011221.58,476,Foraging & Nesting Site,Foraging,G1 & G3,R2 & R1,T1 & T3
1034,1034,"1,034",1035,626467.2418,1011096.34,373,Nesting Site,Foraging,G2,R1 & R3 & R2,T3
1035,1035,"1,035",1036,626363.3939,1011080.352,397,Nesting Site,Foraging & Travel connection,G1 & G2 & G3,R2,T3 & T2 & T1
1036,1036,"1,036",1037,626244.902,1011068.438,253,Nesting Site,Foraging,G2 & G3 & G1,R2 & R1 & R3,T1 & T2
1037,1037,"1,037",1038,626037.7487,1011005.479,284,Travel connection,Nesting Site,G3,R3 & R2,T1 & T2 & T3
1038,1038,"1,038",1039,626373.1029,1011065.972,165,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging & Travel connection,G1 & G3,R2 & R1,T1 & T3
1039,1039,"1,039",1040,626321.9518,1011031.168,410,Travel connection & Nesting Site,Nesting Site,G2,R1 & R2 & R3,T1 & T3
1040,1040,"1,040",1041,626186.0825,1011289.994,125,Foraging,Nesting Site,G1,R2 & R3,T1
1041,1041,"1,041",1042,626515.9043,1010930.15,306,Travel connection & Nesting Site,Foraging & Nesting Site & Travel connection,G3 & G2 & G1,R2 & R3,T3
1042,1042,"1,042",1043,626589.8085,1010941.151,451,Foraging,Foraging,G3 & G2 & G1,R3,T3
1043,1043,"1,043",1044,626607.4708,1010993.767,215,Foraging & Nesting Site & Travel connection,Travel connection,G2,R1 & R2,T2 & T1
1044,1044,"1,044",1045,626616.1642,1010862.904,485,Travel connection,Foraging & Nesting Site & Travel connection,G2 & G3 & G1,R2 & R3 & R1,T1 & T2 & T3
1045,1045,"1,045",1046,626536.1829,1010709.834,541,Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G2,R3 & R1 & R2,T1 & T3 & T2
1046,1046,"1,046",1047,626492.0874,1010760.335,344,Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G1,R1 & R3,T2
1047,1047,"1,047",1048,626690.8897,1010717.884,751,Travel connection & Nesting Site,Foraging & Nesting Site & Travel connection,G3,R3 & R2,T1 & T2 & T3
1048,1048,"1,048",1049,626645.9959,1010673.613,328,Travel connection & Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G1 & G2 & G3,R2 & R1 & R3,T3
1049,1049,"1,049",1050,626720.7396,1010701.916,337,Foraging,Foraging & Nesting Site & Travel connection,G1 & G2,R1 & R2,T3 & T2 & T1
1050,1050,"1,050",1051,626803.5475,1010752.995,219,Nesting Site & Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G3 & G2 & G1,R1,T3 & T2
1051,1051,"1,051",1052,626798.2267,1010722.855,98,Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G2 & G3,R2 & R1,T3
1052,1052,"1,052",1053,626933.8885,1010657.359,324,Foraging & Travel connection,Travel connection,G2 & G3 & G1,R2 & R3 & R1,T3 & T1 & T2
1053,1053,"1,053",1054,626890.0316,1010664.624,179,Travel connection,Travel connection & Foraging & Nesting Site,G2 & G1,R2 & R1 & R3,T1 & T2 & T3
1054,1054,"1,054",1055,626627.4802,1010580.375,489,Foraging,Travel connection & Nesting Site & Foraging,G1 & G2,R1 & R2 & R3,T1
1055,1055,"1,055",1056,626613.8115,1010519.774,320,Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G3,R1 & R2,T3 & T2 & T1
1056,1056,"1,056",1057,626549.256,1010504.052,158,Nesting Site & Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G1 & G3 & G2,R3 & R2 & R1,T2 & T1
1057,1057,"1,057",1058,627078.572,1010310.509,328,Travel connection & Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G2 & G1,R2 & R1 & R3,T3 & T1
1058,1058,"1,058",1059,624610.6685,1012430.429,383,Nesting Site & Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G2 & G3 & G1,R2 & R1,T1 & T2
1059,1059,"1,059",1060,624387.5217,1012585.727,184,Nesting Site & Foraging,Nesting Site & Travel connection,G2 & G3 & G1,R3 & R1 & R2,T1 & T2
1060,1060,"1,060",1061,624430.5137,1012567.5,385,Foraging & Nesting Site,Nesting Site & Travel connection,G1,R1,T1
1061,1061,"1,061",1062,624403.1818,1012535.342,488,Travel connection & Nesting Site & Foraging,Foraging & Nesting Site,G2 & G3 & G1,R1 & R3,T2 & T1 & T3
1062,1062,"1,062",1063,624284.5596,1012596.096,228,Nesting Site & Travel connection,Nesting Site & Foraging & Travel connection,G1 & G3,R3 & R1,T2
1063,1063,"1,063",1064,624427.3535,1012625.711,933,Foraging,Foraging,G3 & G2,R2 & R1 & R3,T1
1064,1064,"1,064",1065,624782.5493,1012348.073,153,Nesting Site,Travel connection,G1,R3 & R2,T2
1065,1065,"1,065",1066,624558.9046,1012393.497,442,Foraging,Nesting Site & Travel connection,G2 & G1 & G3,R3,T3 & T1 & T2
1066,1066,"1,066",1067,624498.4709,1012406.462,308,Nesting Site,Foraging,G1,R2,T2 & T1
1067,1067,"1,067",1068,624495.0164,1012419.94,177,Nesting Site & Travel connection & Foraging,Foraging & Travel connection & Nesting Site,G1 & G2 & G3,R3 & R2,T3 & T2
1068,1068,"1,068",1069,624662.5923,1012472.018,434,Foraging,Travel connection & Foraging & Nesting Site,G3,R3 & R2 & R1,T2
1069,1069,"1,069",1070,624689.4489,1012452.744,634,Foraging,Nesting Site,G1 & G2,R2,T1 & T2 & T3
1070,1070,"1,070",1071,624754.4633,1012398.462,414,Travel connection,Foraging & Nesting Site,G1 & G2,R2,T2 & T1 & T3
1071,1071,"1,071",1072,624643.0865,1012391.306,470,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site,G3 & G2 & G1,R2,T1
1072,1072,"1,072",1073,624695.0869,1012405.803,334,Travel connection & Nesting Site,Foraging & Travel connection,G3 & G1 & G2,R3 & R2,T2
1073,1073,"1,073",1074,624686.8057,1012382.179,575,Nesting Site & Travel connection & Foraging,Nesting Site,G2,R1,T3 & T1 & T2
1074,1074,"1,074",1075,624803.4907,1012458.074,432,Foraging,Nesting Site & Travel connection & Foraging,G2,R2,T1 & T3 & T2
1075,1075,"1,075",1076,624684.9732,1012423.828,133,Nesting Site,Nesting Site & Foraging,G1,R3,T1 & T2
1076,1076,"1,076",1077,624833.397,1012460.078,312,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging & Travel connection,G2,R2 & R3,T3 & T1 & T2
1077,1077,"1,077",1078,624769.6619,1012454.994,123,Foraging,Foraging,G1 & G3,R3 & R1,T1
1078,1078,"1,078",1079,624904.6054,1012479.155,814,Foraging,Foraging,G1 & G3,R3,T3 & T2
1079,1079,"1,079",1080,624959.6776,1012492.209,538,Foraging & Travel connection,Travel connection,G3 & G2 & G1,R2,T3 & T1
1080,1080,"1,080",1081,624672.3579,1012336.933,472,Nesting Site,Nesting Site,G2,R1 & R2 & R3,T3 & T1
1081,1081,"1,081",1082,624672.9837,1012217.384,599,Foraging,Nesting Site & Travel connection,G3 & G1,R2 & R1,T2 & T1
1082,1082,"1,082",1083,624512.4616,1012163.036,499,Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G2 & G1 & G3,R3 & R2,T3
1083,1083,"1,083",1084,624498.0673,1012345.714,399,Foraging,Foraging,G1 & G3 & G2,R3 & R1 & R2,T2 & T3
1084,1084,"1,084",1085,624511.7183,1012290.982,474,Travel connection & Nesting Site & Foraging,Nesting Site & Travel connection & Foraging,G1 & G3,R1,T1 & T2
1085,1085,"1,085",1086,624507.2852,1012211.212,601,Foraging,Foraging & Nesting Site & Travel connection,G2 & G3,R3 & R2,T2 & T3
1086,1086,"1,086",1087,624576.6677,1012244.759,637,Nesting Site,Nesting Site,G2 & G3,R1,T2 & T1 & T3
1087,1087,"1,087",1088,624576.4507,1012225.635,257,Foraging & Travel connection & Nesting Site,Nesting Site,G3 & G1 & G2,R3 & R1 & R2,T1 & T2
1088,1088,"1,088",1089,624552.1853,1012275.901,224,Foraging & Travel connection,Nesting Site & Foraging & Travel connection,G1 & G2 & G3,R2 & R3 & R1,T1 & T3
1089,1089,"1,089",1090,624552.8516,1012262.159,172,Foraging & Travel connection & Nesting Site,Nesting Site & Travel connection & Foraging,G3 & G1 & G2,R3,T3 & T1
1090,1090,"1,090",1091,624793.0452,1012195.8,219,Foraging,Travel connection,G3 & G2,R3 & R1,T3 & T1 & T2
1091,1091,"1,091",1092,624872.2493,1012176.932,535,Travel connection & Nesting Site & Foraging,Foraging & Travel connection & Nesting Site,G3,R2 & R1 & R3,T2
1092,1092,"1,092",1093,624901.039,1012234.902,515,Nesting Site & Travel connection,Travel connection,G3,R3 & R1,T3 & T1 & T2
1093,1093,"1,093",1094,624951.6046,1012199.448,540,Travel connection & Nesting Site,Nesting Site & Foraging & Travel connection,G1 & G2 & G3,R2 & R3,T3 & T1
1094,1094,"1,094",1095,624884.8807,1012077.719,648,Nesting Site & Foraging & Travel connection,Nesting Site,G3,R1,T1 & T3
1095,1095,"1,095",1096,624823.0275,1012047.892,540,Nesting Site,Nesting Site & Travel connection & Foraging,G3 & G2 & G1,R1 & R2,T3 & T1 & T2
1096,1096,"1,096",1097,624686.7555,1012047.431,287,Foraging & Nesting Site & Travel connection,Travel connection & Foraging,G3 & G2,R1 & R3,T2 & T1
1097,1097,"1,097",1098,624564.852,1012024.029,537,Foraging,Travel connection & Foraging & Nesting Site,G1 & G2 & G3,R1 & R2,T2 & T3 & T1
1098,1098,"1,098",1099,625061.8891,1011948.742,833,Foraging & Travel connection & Nesting Site,Travel connection & Foraging,G1 & G3,R1 & R3 & R2,T3 & T1 & T2
1099,1099,"1,099",1100,625242.3048,1011972.077,261,Nesting Site & Travel connection,Foraging,G1,R3,T3 & T2 & T1
1100,1100,"1,100",1101,625238.4781,1011951.898,562,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection & Foraging,G3 & G1,R3,T2
1101,1101,"1,101",1102,625338.5763,1011932.122,336,Foraging,Travel connection & Foraging,G1 & G2,R3,T2 & T3 & T1
1102,1102,"1,102",1103,625364.5696,1011960.309,667,Nesting Site,Foraging & Travel connection & Nesting Site,G2 & G3 & G1,R1 & R2,T1
1103,1103,"1,103",1104,625451.4054,1011778.887,587,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site,G3 & G1,R1 & R3,T1 & T2
1104,1104,"1,104",1105,625065.8797,1011774.498,154,Foraging & Nesting Site & Travel connection,Nesting Site,G3 & G2,R2 & R3,T1 & T2
1105,1105,"1,105",1106,625000.0001,1011766.182,525,Travel connection,Foraging & Nesting Site,G2,R3 & R2 & R1,T3 & T1
1106,1106,"1,106",1107,625213.5128,1011582.508,319,Travel connection,Foraging & Travel connection & Nesting Site,G2,R3 & R2,T1 & T2
1107,1107,"1,107",1108,625065.0265,1011563.23,576,Foraging,Foraging,G3,R2 & R1 & R3,T2 & T3
1108,1108,"1,108",1109,625089.5018,1011536.457,174,Nesting Site & Travel connection & Foraging,Travel connection & Foraging,G1 & G3,R2,T2 & T3
1109,1109,"1,109",1110,625021.974,1011666.498,503,Foraging & Travel connection & Nesting Site,Travel connection & Foraging,G1 & G2 & G3,R1 & R2,T1
1110,1110,"1,110",1111,624994.2976,1011719.098,322,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G2 & G3,R2,T1 & T2 & T3
1111,1111,"1,111",1112,625675.1165,1011481.819,479,Nesting Site & Foraging,Nesting Site & Foraging & Travel connection,G1,R2 & R1,T3
1112,1112,"1,112",1113,625732.089,1011434.536,294,Nesting Site,Nesting Site & Travel connection,G3 & G1 & G2,R3,T3 & T1 & T2
1113,1113,"1,113",1114,625785.3552,1011036.258,202,Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G3,R1,T1 & T3
1114,1114,"1,114",1115,625872.6477,1011470.933,553,Travel connection & Foraging,Travel connection,G3 & G2,R2 & R3,T3 & T2
1115,1115,"1,115",1116,625960.4925,1011403.927,405,Foraging & Travel connection & Nesting Site,Travel connection,G2 & G3 & G1,R1,T3
1116,1116,"1,116",1117,625934.5102,1011382.043,280,Nesting Site & Travel connection & Foraging,Nesting Site,G3 & G1 & G2,R1,T3 & T1 & T2
1117,1117,"1,117",1118,625882.1321,1011364.64,415,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G2,R3 & R2,T2 & T3
1118,1118,"1,118",1119,625587.0484,1011299.672,519,Nesting Site & Travel connection & Foraging,Foraging,G1,R3 & R1 & R2,T1 & T2 & T3
1119,1119,"1,119",1120,625709.1399,1011274.603,417,Nesting Site,Nesting Site & Foraging,G1 & G2,R1 & R2,T3 & T2 & T1
1120,1120,"1,120",1121,625828.051,1011236.427,406,Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G3,R3 & R2 & R1,T1 & T3
1121,1121,"1,121",1122,625881.4652,1011249.96,266,Foraging,Travel connection,G3,R3 & R2,T2 & T1
1122,1122,"1,122",1123,625829.266,1011307.526,255,Foraging & Travel connection & Nesting Site,Travel connection,G3,R1 & R2,T3 & T1 & T2
1123,1123,"1,123",1124,625945.0214,1011235.572,359,Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G1 & G2 & G3,R3 & R1,T1 & T2 & T3
1124,1124,"1,124",1125,625996.2264,1011235.736,182,Nesting Site,Nesting Site & Travel connection,G1,R3 & R1,T2 & T1
1125,1125,"1,125",1126,625922.6807,1011162.08,434,Travel connection & Foraging & Nesting Site,Travel connection & Foraging,G3 & G2 & G1,R3 & R1,T2 & T1 & T3
1126,1126,"1,126",1127,625981.5929,1011224.355,401,Travel connection,Travel connection & Foraging,G3 & G1,R2 & R3,T1 & T3
1127,1127,"1,127",1128,625961.8986,1011114.633,648,Nesting Site & Foraging & Travel connection,Travel connection,G2,R3 & R1 & R2,T1 & T2 & T3
1128,1128,"1,128",1129,625914.2678,1011112.081,566,Travel connection,Foraging & Nesting Site & Travel connection,G2 & G3 & G1,R1 & R2 & R3,T1 & T3
1129,1129,"1,129",1130,625820.462,1011092.863,368,Foraging,Travel connection,G2 & G1 & G3,R2 & R3 & R1,T1
1130,1130,"1,130",1131,625861.4829,1011085.402,601,Travel connection & Nesting Site & Foraging,Nesting Site & Travel connection & Foraging,G3 & G2,R3 & R2 & R1,T1 & T2 & T3
1131,1131,"1,131",1132,625839.9314,1011125.631,389,Foraging,Nesting Site & Travel connection,G1 & G3 & G2,R2,T2 & T3
1132,1132,"1,132",1133,625820.1833,1011131.68,253,Foraging & Nesting Site,Nesting Site,G2,R3 & R2 & R1,T2
1133,1133,"1,133",1134,625800.7408,1011134.804,431,Travel connection & Foraging,Foraging & Travel connection,G3 & G2 & G1,R1 & R3 & R2,T2 & T3 & T1
1134,1134,"1,134",1135,625691.7589,1011113.65,236,Foraging & Travel connection & Nesting Site,Nesting Site,G2 & G1 & G3,R1 & R2,T1
1135,1135,"1,135",1136,625706.1683,1011160.797,689,Travel connection & Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G1 & G2 & G3,R3 & R2,T1
1136,1136,"1,136",1137,625643.1975,1011065.489,140,Foraging,Nesting Site & Travel connection & Foraging,G2 & G3 & G1,R1,T1 & T2 & T3
1137,1137,"1,137",1138,625591.8159,1011091.486,389,Foraging,Nesting Site & Foraging,G2 & G1 & G3,R1,T1
1138,1138,"1,138",1139,625554.9772,1011079.96,357,Nesting Site,Travel connection & Nesting Site,G1,R2,T3
1139,1139,"1,139",1140,625555.4971,1011035.654,176,Travel connection,Foraging & Nesting Site & Travel connection,G3,R1,T1 & T2
1140,1140,"1,140",1141,625553.7093,1010983.519,224,Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G1 & G2,R1 & R3 & R2,T1 & T2
1141,1141,"1,141",1142,625728.1359,1011022.64,209,Travel connection & Nesting Site,Foraging & Nesting Site,G2 & G1 & G3,R2 & R3,T3
1142,1142,"1,142",1143,625779.7168,1011010.432,236,Foraging & Nesting Site,Nesting Site & Travel connection & Foraging,G1 & G3,R2 & R3,T1
1143,1143,"1,143",1144,626232.0181,1010768.432,236,Nesting Site & Foraging & Travel connection,Nesting Site,G3 & G1,R1 & R3,T2 & T3 & T1
1144,1144,"1,144",1145,626416.3627,1010941.74,265,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site,G2,R1 & R3,T2 & T3 & T1
1145,1145,"1,145",1146,626014.1953,1010946.82,659,Foraging,Foraging,G3 & G2 & G1,R1 & R2,T3
1146,1146,"1,146",1147,626038.9488,1010897.057,282,Nesting Site,Nesting Site,G3 & G1,R2 & R1,T2
1147,1147,"1,147",1148,626135.3053,1010898.712,173,Travel connection,Foraging & Travel connection & Nesting Site,G3,R2 & R3,T1 & T3
1148,1148,"1,148",1149,626266.4189,1010954.304,175,Nesting Site,Nesting Site,G1 & G3 & G2,R1,T2 & T3
1149,1149,"1,149",1150,626339.9993,1010957.515,603,Nesting Site & Travel connection & Foraging,Travel connection,G2 & G1 & G3,R3 & R2 & R1,T3 & T2 & T1
1150,1150,"1,150",1151,626395.158,1010989.914,405,Foraging,Travel connection,G3 & G2,R2,T3 & T1
1151,1151,"1,151",1152,626325.5342,1010866.67,341,Nesting Site,Nesting Site & Foraging,G2,R2,T2
1152,1152,"1,152",1153,626285.1888,1010863.324,553,Travel connection & Foraging & Nesting Site,Nesting Site,G2 & G3,R1 & R2,T2 & T1
1153,1153,"1,153",1154,626116.7737,1010845.865,281,Travel connection & Foraging,Travel connection & Nesting Site,G2 & G3 & G1,R1,T3 & T2 & T1
1154,1154,"1,154",1155,626071.4442,1010810.443,196,Travel connection & Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G3,R3,T3 & T2
1155,1155,"1,155",1156,626261.3443,1010779.245,222,Nesting Site & Travel connection,Foraging & Nesting Site & Travel connection,G3 & G2,R2,T2
1156,1156,"1,156",1157,626436.6541,1010777.58,324,Foraging & Nesting Site,Nesting Site & Foraging,G3 & G2,R1 & R2 & R3,T2 & T1
1157,1157,"1,157",1158,626419.7876,1010664.556,452,Foraging & Nesting Site,Travel connection,G2 & G3,R2 & R1,T3 & T2 & T1
1158,1158,"1,158",1159,626431.9492,1010612.416,342,Nesting Site & Foraging,Foraging & Travel connection,G2 & G1 & G3,R1 & R3,T3
1159,1159,"1,159",1160,626333.4298,1010577.61,351,Nesting Site & Foraging & Travel connection,Nesting Site,G1 & G2 & G3,R2,T1 & T2 & T3
1160,1160,"1,160",1161,626262.2,1010512.569,229,Nesting Site & Foraging,Nesting Site & Foraging & Travel connection,G3 & G2,R2 & R1 & R3,T3 & T1 & T2
1161,1161,"1,161",1162,626375.5907,1010508.612,611,Travel connection,Foraging & Nesting Site & Travel connection,G2 & G3 & G1,R1,T3
1162,1162,"1,162",1163,626156.4327,1010983.396,534,Foraging & Nesting Site,Travel connection & Foraging,G1 & G3 & G2,R3 & R1,T1
1163,1163,"1,163",1164,626447.2586,1010487.258,494,Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G1 & G2,R2 & R3,T1
1164,1164,"1,164",1165,626435.7786,1010427.782,326,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site,G3 & G1,R3 & R2 & R1,T1
1165,1165,"1,165",1166,626375.5004,1010410.94,178,Nesting Site & Foraging,Foraging & Nesting Site,G2,R3 & R2 & R1,T2 & T1
1166,1166,"1,166",1167,626277.1103,1010345.887,350,Foraging & Nesting Site & Travel connection,Foraging & Nesting Site,G1 & G3 & G2,R2 & R1 & R3,T2
1167,1167,"1,167",1168,626708.7147,1010455.812,176,Foraging & Travel connection,Foraging & Travel connection,G3 & G1 & G2,R2,T2
1168,1168,"1,168",1169,626243.9549,1010470.6,317,Nesting Site & Travel connection,Foraging,G1 & G2,R2 & R3,T1
1169,1169,"1,169",1170,626290.675,1010404.532,101,Travel connection & Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G3,R2 & R3,T1 & T2
1170,1170,"1,170",1171,626290.4571,1010389.683,310,Travel connection & Nesting Site,Nesting Site & Foraging & Travel connection,G3 & G1,R3 & R2 & R1,T3 & T1 & T2
1171,1171,"1,171",1172,626205.42,1010399.133,135,Nesting Site,Travel connection & Foraging & Nesting Site,G2 & G3 & G1,R1,T1
1172,1172,"1,172",1173,626333.1781,1010350.217,118,Travel connection & Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G1 & G3 & G2,R2 & R3 & R1,T3 & T1 & T2
1173,1173,"1,173",1174,626356.0359,1010351.23,62,Travel connection & Nesting Site,Nesting Site & Travel connection,G3,R3 & R2 & R1,T1 & T2
1174,1174,"1,174",1175,626342.9872,1010356.358,117,Travel connection,Travel connection & Nesting Site & Foraging,G2 & G1 & G3,R3 & R1 & R2,T2 & T3
1175,1175,"1,175",1176,626498.9516,1010173.488,323,Nesting Site & Travel connection,Travel connection & Foraging & Nesting Site,G1,R2 & R3,T2
1176,1176,"1,176",1177,626494.6233,1010155.87,272,Foraging,Foraging & Travel connection,G1 & G2,R2 & R3,T2 & T3
1177,1177,"1,177",1178,626858.8537,1010486.142,654,Travel connection & Nesting Site & Foraging,Nesting Site,G3 & G2,R1,T1 & T3 & T2
1178,1178,"1,178",1179,624288.1192,1012428.745,258,Nesting Site & Travel connection & Foraging,Foraging & Nesting Site,G1 & G3,R2 & R3 & R1,T1 & T2
1179,1179,"1,179",1180,626898.5633,1010415.52,215,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G3 & G1 & G2,R2 & R3 & R1,T3 & T1
1180,1180,"1,180",1181,626816.4515,1010331.455,765,Travel connection,Nesting Site & Foraging & Travel connection,G1 & G3 & G2,R1 & R2,T2 & T3 & T1
1181,1181,"1,181",1182,626792.2837,1010304.022,438,Travel connection,Nesting Site & Travel connection & Foraging,G2 & G1,R3 & R2 & R1,T1
1182,1182,"1,182",1183,626635.4617,1010352.402,419,Travel connection & Foraging,Travel connection & Nesting Site,G3 & G2 & G1,R2 & R3,T1
1183,1183,"1,183",1184,626657.5954,1010305.955,530,Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G2,R3,T1 & T2
1184,1184,"1,184",1185,626624.234,1010249.148,556,Foraging,Travel connection & Foraging & Nesting Site,G3 & G2,R1,T2 & T1 & T3
1185,1185,"1,185",1186,626689.7294,1010247.329,437,Nesting Site,Foraging & Travel connection & Nesting Site,G3 & G1,R3 & R2,T2
1186,1186,"1,186",1187,626686.6942,1010214.433,678,Foraging & Travel connection & Nesting Site,Travel connection,G2,R3 & R1,T3 & T1
1187,1187,"1,187",1188,626711.4114,1010217.476,628,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site,G2 & G3 & G1,R3,T1 & T3 & T2
1188,1188,"1,188",1189,626751.0624,1010161.131,414,Travel connection,Travel connection,G1 & G3 & G2,R3,T2 & T1 & T3
1189,1189,"1,189",1190,626784.9275,1010141.731,642,Travel connection & Nesting Site,Travel connection & Nesting Site & Foraging,G1,R2 & R3 & R1,T3 & T1 & T2
1190,1190,"1,190",1191,626649.9922,1010165.141,268,Nesting Site & Travel connection,Foraging,G3 & G1 & G2,R3,T1 & T2 & T3
1191,1191,"1,191",1192,624448.8647,1012482.512,100,Nesting Site & Foraging & Travel connection,Nesting Site & Foraging,G1,R3 & R1 & R2,T2
1192,1192,"1,192",1193,624464.0314,1012445.706,499,Foraging,Travel connection & Nesting Site,G3 & G2 & G1,R3 & R1 & R2,T2 & T3
1193,1193,"1,193",1194,624426.5581,1012453.353,504,Foraging & Travel connection & Nesting Site,Foraging & Nesting Site & Travel connection,G1 & G3,R3,T1 & T2
1194,1194,"1,194",1195,624409.0026,1012435.135,848,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection & Foraging,G1 & G3 & G2,R3 & R1,T2 & T1
1195,1195,"1,195",1196,624313.2951,1012451.196,352,Travel connection & Foraging,Foraging,G3 & G1,R3 & R1,T1 & T2
1196,1196,"1,196",1197,624274.1742,1012444.433,254,Nesting Site & Foraging & Travel connection,Foraging & Nesting Site,G3 & G2,R1 & R2,T3 & T2 & T1
1197,1197,"1,197",1198,624485.0546,1012313.48,255,Nesting Site & Travel connection,Nesting Site & Travel connection & Foraging,G1,R1 & R2 & R3,T3 & T1
1198,1198,"1,198",1199,624357.8477,1012221.303,302,Nesting Site & Foraging & Travel connection,Foraging,G2 & G1 & G3,R3 & R1,T1 & T2
1199,1199,"1,199",1200,624409.2929,1012213.215,593,Travel connection & Foraging & Nesting Site,Nesting Site,G2,R2 & R1 & R3,T2 & T1 & T3
1200,1200,"1,200",1201,624304.322,1012381.276,169,Travel connection & Foraging,Travel connection & Nesting Site & Foraging,G3 & G2,R3 & R1,T3
1201,1201,"1,201",1202,624319.7588,1012330.685,623,Foraging,Travel connection & Nesting Site,G1,R3 & R2,T1 & T3 & T2
1202,1202,"1,202",1203,624319.1265,1012308.538,492,Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G2 & G3,R3 & R2,T1 & T3
1203,1203,"1,203",1204,624416.8455,1012370.407,135,Travel connection & Nesting Site & Foraging,Nesting Site & Travel connection,G2 & G3 & G1,R1 & R3 & R2,T3 & T2 & T1
1204,1204,"1,204",1205,624479.4633,1012360.913,274,Travel connection & Foraging,Foraging,G1,R1,T3 & T2 & T1
1205,1205,"1,205",1206,624433.0118,1012381.282,108,Nesting Site & Travel connection,Travel connection & Foraging,G1 & G3 & G2,R1 & R2 & R3,T3 & T2
1206,1206,"1,206",1207,624452.4093,1012352.672,141,Travel connection & Nesting Site,Foraging & Nesting Site & Travel connection,G1 & G2,R2 & R3,T3
1207,1207,"1,207",1208,624470.9232,1012285.603,557,Nesting Site,Travel connection & Nesting Site & Foraging,G2 & G1,R2 & R3,T3
1208,1208,"1,208",1209,624423.6693,1012274.797,373,Travel connection & Foraging,Nesting Site,G1,R3 & R2,T2 & T3
1209,1209,"1,209",1210,624408.5941,1012253.204,339,Nesting Site & Travel connection & Foraging,Travel connection & Foraging,G2,R1 & R2,T3 & T1 & T2
1210,1210,"1,210",1211,624428.0245,1012296.18,266,Nesting Site & Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G1,R1 & R3,T1 & T2
1211,1211,"1,211",1212,624365.3374,1012266.236,407,Nesting Site & Travel connection & Foraging,Travel connection,G3,R3 & R2,T1 & T3 & T2
1212,1212,"1,212",1213,624287.8823,1012290.655,305,Travel connection,Travel connection & Nesting Site & Foraging,G3,R3,T1
1213,1213,"1,213",1214,624283.4117,1012269.534,456,Travel connection & Nesting Site & Foraging,Travel connection,G1 & G3,R1 & R2 & R3,T1 & T2
1214,1214,"1,214",1215,624301.6921,1012276.313,188,Nesting Site,Nesting Site,G1 & G2 & G3,R2,T2 & T1 & T3
1215,1215,"1,215",1216,624331.234,1012173.266,158,Travel connection,Foraging,G2,R1,T3 & T2
1216,1216,"1,216",1217,624516.3844,1011526.927,434,Travel connection & Foraging & Nesting Site,Foraging,G3 & G1,R2 & R3,T3 & T1 & T2
1217,1217,"1,217",1218,624638.7611,1011650.747,685,Foraging & Nesting Site,Nesting Site & Travel connection,G1,R2 & R3 & R1,T1 & T3
1218,1218,"1,218",1219,624264.997,1012375.494,246,Foraging,Travel connection,G3 & G1 & G2,R3,T2 & T1 & T3
1219,1219,"1,219",1220,624561.1811,1011926.904,473,Foraging,Travel connection & Nesting Site,G1 & G2,R1,T1
